longitude,latitude,zone
9.71764216,45.68353578,E
9.73009145,45.87138372,F
10.02592875,45.78223969,E
9.98981791,45.88091617,E
9.66253698,45.74474021,E
9.49887457,45.70569781,E
10.02552685,45.82415622,E
9.92154248,45.76476001,E
9.67098717,45.58217246,E
9.65102483,45.64975666,E
9.57785981,45.77424733,E
9.50127414,45.65978989,E
9.56480824,45.8940301,F
10.04532871,45.70922375,E
9.85342403,45.62729393,E
9.53143321,45.6835994,E
9.70773248,45.71609034,E
9.77220696,45.69951084,E
9.86262527,45.44145792,E
9.84277423,45.69508834,E
9.5926499,45.5217648,E
9.61127104,45.67161825,E
9.61669209,45.78339354,E
9.68917779,45.59854143,E
10.01261961,46.03798458,F
9.60836917,45.71643237,E
9.91394219,45.97559532,F
9.74322887,46.02819671,F
9.68946994,45.94911785,E
9.53500677,45.9775777,F
9.54266151,45.88945904,F
9.61534181,45.60418483,E
9.62702383,45.60652189,E
9.84987255,45.80858625,E
9.96132435,45.68552811,E
9.89576413,45.72609362,E
10.02631466,45.71641986,E
9.46461423,45.71283271,E
9.61792022,45.7463448,E
9.73419702,45.72011449,E
9.93053034,45.90754175,E
9.93475122,45.67239404,E
10.09528648,45.99794954,F
9.85241484,45.68654224,E
9.6809735,45.6419557,E
9.66791865,45.7948216,E
9.72222924,45.82583705,E
9.7446448,45.85024428,F
9.49354197,45.67277395,E
9.49030904,45.67777081,E
10.41190041,45.30716861,E
9.95535378,45.62514272,E
10.3576843,45.64771077,E
10.14824994,45.26758605,E
10.49379785,45.76575,E
10.14687744,45.89295916,E
10.16452435,45.84832151,E
10.11359436,45.45482356,E
10.17928028,45.42902132,E
10.46893818,45.82122915,F
10.05674386,45.40397218,E
10.40612722,45.67799548,E
10.12684596,45.33019122,E
10.42277837,45.51035884,E
10.03295371,45.50276977,E
10.33300826,46.09287052,F
10.27867321,45.93225933,E
10.29546917,45.93555453,E
10.34057147,45.67402934,F
9.97101776,45.35011663,E
10.23603582,45.47507645,E
10.20580785,45.94679424,F
10.32329909,45.54329565,E
10.2722153,45.79234745,F
10.24349364,45.59163275,E
10.05092043,45.45427209,E
10.34243041,45.99021192,E
10.30204086,45.95601285,F
10.21910323,45.53993052,E
10.14980761,45.64071464,F
10.14980761,45.64071464,F
10.31575694,45.61251414,E
10.41651764,45.4574704,E
10.44602336,45.53921951,E
10.34287551,45.34907813,E
10.3428017,46.02999867,E
10.5448427,45.75406745,F
10.12640959,45.45516249,E
9.93602291,45.63979785,E
10.4315258,45.36118859,E
10.11683832,45.5621169,E
9.94319171,45.5060743,E
10.14188166,45.49759872,E
10.30043916,45.47135901,E
10.32059748,45.69508611,E
9.97671546,45.51108736,E
10.02501501,45.58101331,E
10.34999445,46.07576226,E
10.17777203,45.58268839,E
10.32550765,46.00231643,E
10.3518498,46.00235809,E
10.37037619,46.08019094,F
9.93052864,45.5368436,E
10.19136828,45.30993454,E
10.36307614,46.02385329,F
10.27954747,45.94348981,E
9.97696104,45.56238459,E
10.21388771,45.58567193,E
10.33333286,45.81116683,F
9.94305337,45.58560661,E
9.94904429,45.47259447,E
10.21846104,45.60437212,E
10.0069824,45.63719867,E
10.24224115,46.16596898,F
10.00779086,45.4442463,E
10.18048381,45.88347362,E
10.07977147,45.41654998,E
10.5415883,45.46858257,E
10.33711194,46.1782314,F
9.97324124,45.59951824,E
10.25917638,45.92401953,E
10.32170366,45.23334134,E
10.17589208,45.48235605,E
10.29778932,45.25386029,E
10.55799486,45.62009093,E
10.18222299,45.68909413,E
10.65994462,45.68981041,E
10.43467889,45.58673467,E
10.27692536,45.40219778,E
10.1839733,45.86531336,E
10.27151767,45.29173169,E
10.15314832,45.59242495,E
10.47401396,45.73701964,E
10.35819325,46.22211483,F
10.28384537,45.77119698,F
10.05004398,45.65982928,E
10.31665753,45.3075627,E
10.43796818,45.73901274,E
10.21741867,45.36749972,E
10.79290209,45.81333026,E
10.27760199,45.71774346,F
10.0574385,45.48318568,E
10.05965597,45.43814089,E
10.31750867,45.98358956,E
10.26089085,45.98563822,F
10.261756,45.65014976,E
10.04178291,45.47674013,E
10.6164034,45.78147613,F
10.07630769,45.45020038,E
10.2724111,45.95070971,E
10.31478286,46.11866545,F
10.55142577,45.55009614,E
10.13902184,45.35430213,E
10.21419546,45.70599766,E
10.28194328,45.75282746,F
10.09156211,45.73709034,E
10.35979044,45.50360347,E
10.20043867,45.27554151,E
10.53704308,45.53051675,E
10.33803738,46.21261535,F
10.07929693,45.71498601,E
10.09789844,45.63426021,E
10.39528281,45.41224627,E
10.23111054,45.44377294,E
10.34201401,45.71306707,F
10.46032704,45.56438947,E
10.2790453,45.58467547,E
10.33589978,45.97872723,E
10.38327962,45.54783467,E
10.37015909,45.53332556,E
10.38824584,45.64856079,E
10.11630783,45.38652358,E
10.12416033,45.62489528,E
10.32924402,46.01645153,E
9.92176686,45.4024979,E
9.96045414,45.42088848,E
10.07517023,45.55686172,E
10.22847608,45.94575301,F
10.508363,45.50945065,E
10.07776175,45.5904088,E
10.29275715,46.07887268,F
10.39994355,45.55300477,E
9.88582148,45.59847763,E
9.95761989,45.66159516,E
10.37106349,46.02986988,F
10.06402728,45.59815323,E
10.20804853,45.30332169,E
10.02462174,45.37129663,E
10.34429218,45.74264899,F
10.37304046,45.75333445,E
10.23921621,45.77493143,F
10.15748085,45.8437174,E
10.10889801,45.80480282,E
10.12424826,45.66119599,F
10.50463489,45.5471873,E
9.9871549,45.43278121,E
10.17396244,45.46051196,E
10.5114586,46.25647207,F
10.08503009,45.27359729,E
9.85265228,45.57062305,E
10.62709464,45.40285678,E
10.21488169,45.26809429,E
10.3929298,45.66534492,E
10.42121638,45.54705532,E
10.04214968,45.63777633,E
10.43392813,45.68857672,F
10.50991136,45.57047242,E
10.00872258,45.31368546,E
10.37196398,45.27889584,E
10.31849233,45.51341274,E
9.9119846,45.46414262,E
10.49404,45.62400951,E
10.1513087,45.5280621,E
9.99763789,45.56808537,E
9.88423225,45.4885185,E
10.41553263,45.65676279,E
10.11288737,45.71409232,E
10.5323114,45.60713769,E
10.55377221,45.58275139,E
10.14967036,45.30601971,E
10.21455357,45.4913425,E
10.20297691,45.65378299,E
10.39820737,46.08049071,F
10.33811802,46.06872235,E
10.17716028,45.24361392,E
10.36886737,45.56174398,E
10.60946835,45.46231487,E
10.51363282,45.53667141,E
10.35211195,46.16331325,F
10.10278206,45.69073811,E
10.24024832,45.74807504,E
10.4704713,46.24975113,F
10.72185074,45.73951579,F
10.10502624,45.50830989,E
10.60624725,45.64167518,E
10.08021884,45.52337617,E
10.01571144,45.47595167,E
10.46199638,45.71274204,F
9.87035354,45.51333465,E
10.39578004,45.60922643,E
10.59482345,45.76184174,F
10.07665283,45.32577656,E
10.0518125,45.33052185,E
10.40369545,45.70960367,E
10.40008121,46.24012026,F
10.19527204,45.63141952,E
9.92960564,45.35687315,E
10.4537092,45.60166297,E
10.44779791,46.24880802,F
10.36908371,45.31626037,E
10.49655796,45.64699577,E
10.11661357,45.76219872,F
10.22051406,45.91880417,E
8.88945222,45.16928391,E
9.24350753,45.10683265,E
8.7061279,45.2928504,E
9.27717753,45.18754704,E
9.36186971,45.09443229,E
9.468549,45.12117417,E
9.12433895,44.82607599,E
9.20599733,45.07570319,E
9.31542149,45.30464405,E
9.0915536,45.08630345,E
9.07740762,45.27357591,E
9.31602643,45.16273674,E
9.02449546,45.25744652,E
9.14068907,45.23942871,E
9.14841048,44.96650803,E
9.19322114,44.93011284,F
8.91269284,45.23483612,E
9.21835501,45.26637718,E
9.35689545,45.0639987,E
9.28189064,44.7384555,F
8.62332043,45.12790235,E
9.1350806,45.07364272,E
9.26129813,45.06197007,E
9.16884328,44.98267158,E
9.24669485,45.09360451,E
8.59816452,45.17473688,E
9.2735732,44.9447337,E
9.28098021,45.05115779,E
9.05904974,45.16531723,E
9.21373599,45.09441598,E
9.13096391,45.04568877,E
8.92707305,45.0063079,E
9.01813904,45.3119243,E
8.80894596,45.36582712,E
9.27189802,45.02702606,E
9.12494869,45.01239955,E
9.09766637,45.07018739,E
8.68937848,45.23600468,E
8.61139904,45.2543752,E
9.10710573,45.13887406,E
9.08168596,44.8478148,E
9.24226047,45.26001191,E
8.67241282,45.24481961,E
8.76908632,45.19717197,E
9.1274166,45.25434477,E
9.01775898,45.0611738,E
9.48820517,45.15251471,E
9.24377127,45.03309465,E
8.74367717,45.3104294,E
9.05549504,44.96399925,E
8.55760228,45.33191517,E
9.32090675,45.19747789,E
8.96949055,45.06288562,E
9.15892253,45.01556343,E
9.37878994,45.13242075,E
8.61109735,45.19212476,E
9.25707038,45.21179419,E
8.95195475,45.15485373,E
8.86376906,45.11328526,E
9.31407227,45.17734084,E
9.18468553,44.92159589,E
8.68279849,45.04690209,E
8.81862618,45.09718401,E
8.76279748,45.02873481,E
8.8615853,45.24979779,E
8.92353757,45.1963838,E
9.36220485,45.20355606,E
9.13993742,45.28429328,E
9.30696852,44.96175776,F
8.76399625,45.3288489,E
8.99214762,45.17717695,E
9.38426433,45.19858107,E
9.25958712,45.31128201,E
8.56284388,45.21533301,E
9.2343757,45.23543708,E
9.2678855,45.16021171,E
9.25553586,44.99401253,E
8.79265237,45.12176665,E
9.0785878,45.04490566,E
9.32949555,45.2224498,E
9.07736899,45.25435216,E
9.29457635,45.247586,E
8.73661355,45.09693827,E
9.27906118,44.79595014,F
8.84596057,45.06088008,E
9.03229261,45.09470572,E
9.20681323,45.12638643,E
9.44317001,45.17163506,E
9.20733549,44.97961147,F
9.10100735,44.99970083,E
9.28398668,44.97040409,F
9.29733537,45.03180352,E
9.12689667,44.90637183,E
9.51274019,45.11050666,E
9.31241837,45.03883483,E
9.20647093,45.00921957,E
8.73806527,45.25183779,E
8.66718852,45.2851465,E
8.71747483,45.21321772,E
9.17362666,45.00533323,E
8.8321528,45.15127105,E
8.53467742,45.30584066,E
9.05106462,45.07522925,E
8.74981845,45.28261312,E
9.16015719,45.18509264,E
9.22976461,45.0208258,F
8.96031338,45.11312662,E
8.80510102,45.04897446,E
9.43845739,45.11250986,E
9.1648143,45.06602995,E
9.04731478,45.03431401,E
9.09737005,44.85187405,E
9.32259546,45.0994069,E
9.15434003,45.11386906,E
9.20401766,45.03773197,E
9.03634536,44.94922806,E
8.5939575,45.28911604,E
9.14865428,45.04842105,E
9.25216656,44.97158431,E
9.09596542,44.91275863,F
9.08992208,45.28881563,E
9.3294808,44.83722972,F
9.27692361,45.22572761,E
8.57927243,45.25030244,E
9.35012702,45.01374627,E
9.2734518,44.92787354,F
9.2808622,45.10908756,E
9.34857225,45.0271211,E
9.17987326,45.232849,E
8.79111791,45.17380714,E
9.13451976,45.15715963,E
8.90828982,45.10316308,E
9.40113574,45.15679448,E
9.18159447,45.03384034,E
9.22506259,45.22209769,E
9.24055817,44.77079137,F
9.29994477,44.9846895,E
8.6431448,45.2466213,E
9.36114462,45.10854539,E
8.66185489,45.11434048,E
8.91019032,45.12493797,E
8.72970509,45.13736987,E
8.94817867,45.03996573,E
9.19872487,45.32016711,E
9.08377546,45.13223484,E
9.34922713,45.11373851,E
9.2951673,45.07530591,E
8.74304811,45.02945257,E
9.08644549,44.97654992,E
8.67030548,45.05996692,E
9.31681664,45.2424014,E
9.33560207,45.15066298,E
9.07639687,45.21746495,E
9.29792661,45.28286993,E
9.17584206,45.01559546,E
9.16151622,45.15248202,E
9.04708121,45.26094339,E
8.86959755,45.21183831,E
9.03576818,45.28284959,E
9.16683303,44.87933288,E
8.86129109,45.15064328,E
8.66495548,45.14711708,E
9.23298223,45.16962743,E
9.23333357,44.86440068,F
9.23333357,44.86440068,C
15.12482337,37.57900347,F
15.12482337,37.57900347,C
9.1962725,44.82199953,E
8.73721007,45.16370704,E
9.10213278,45.26952835,E
9.1076969,45.04004064,E
9.173167,45.11132967,E
9.23483143,45.29187437,E
8.85987557,45.31761391,E
8.78668897,45.08995761,E
9.04324484,45.17133665,E
9.36041071,45.22071855,E
9.30645859,45.21147861,E
9.00852362,44.99312509,E
9.29747619,44.9537887,E
9.2654367,44.868745,F
9.19841152,45.26093049,E
8.6663117,45.19492928,E
9.32664307,45.05390342,E
9.39545253,45.11055284,E
9.0143866,45.20676064,E
9.02849669,45.12824661,E
9.88878548,45.16831524,E
9.55920587,45.44713529,E
9.88185079,45.24474357,E
9.91970439,45.31311906,E
9.60916312,45.36153682,E
10.07836814,45.11404791,E
9.98705144,45.29285106,E
10.27759481,45.11917122,E
10.44206219,45.12883088,E
9.74619291,45.44259064,E
9.66944164,45.39913388,E
9.64414845,45.33808233,E
9.83810498,45.24652266,E
10.23012535,45.15912616,E
9.64243814,45.44227445,E
9.96168245,45.25201488,E
9.71390281,45.43160829,E
9.61679215,45.31812763,E
9.78130227,45.41861722,E
9.6290426,45.40727512,E
10.41378078,44.98742209,E
9.89784097,45.28708993,E
10.40578209,45.07067841,E
9.71762345,45.46846383,E
9.76489432,45.29350315,E
9.99696281,45.18570753,E
9.94220743,45.30567509,E
10.22126378,45.09615732,E
9.6161229,45.33750304,E
10.1940419,45.16761765,E
10.27527725,45.0841602,E
10.00735107,45.27264649,E
10.09695797,45.22006346,E
9.65512749,45.30286286,E
9.6873619,45.36329144,E
10.02420865,45.13336675,E
9.64028087,45.3957885,E
9.85252768,45.16136831,E
9.83631833,45.35455461,E
10.24830654,45.11014217,E
9.5381977,45.36350267,E
10.34969182,45.14025008,E
9.77855341,45.33639762,E
9.77073788,45.22306217,E
10.2216801,45.21581505,E
10.11603436,45.15529613,E
9.87778112,45.33487444,E
10.03838081,45.10680778,E
9.7300216,45.26222878,E
10.15161743,45.20140495,E
9.86736262,45.19324785,E
10.34635794,45.00988015,E
10.31183922,45.17346097,E
9.75509291,45.35573177,E
9.72762376,45.34334663,E
10.11422694,45.13494893,E
10.37927438,45.01090343,E
9.57285773,45.37223703,E
9.71079969,45.28626458,E
9.68132273,45.29357867,E
10.25959107,45.05446451,E
9.74131684,45.38160349,E
10.02474325,45.23446724,E
10.24873256,45.22180341,E
9.92758336,45.23876047,E
9.57793306,45.38905006,E
9.55269092,45.40668143,E
10.10335531,45.18462151,E
10.18509595,45.19704222,E
10.24812085,45.18504294,E
10.3678837,45.13115093,E
9.69280925,45.40046685,E
9.61072341,45.42516414,E
10.12205833,45.09182746,E
10.18674451,45.12808126,E
9.78313165,45.18664763,E
10.04846986,45.20096583,E
9.61843663,45.42024179,E
9.72366022,45.40554807,E
9.72730407,45.30163222,E
9.69085968,45.33548635,E
9.70454366,45.30599095,E
10.4687891,45.0278583,E
9.51356807,45.46963995,E
10.07860016,45.26006795,E
9.78545791,45.37734979,E
9.78035753,45.35457978,E
9.81348816,45.24650968,E
10.17634391,45.06726612,E
10.378411,45.07745004,E
10.31565993,45.07242871,E
10.30212945,45.05308515,E
10.15714461,45.22170438,E
9.70478826,45.42811556,E
9.91670824,45.17550294,E
10.3570868,45.08126027,E
9.87356025,45.39988968,E
9.85425666,45.28863511,E
10.15925599,45.10565613,E
9.92828507,45.14822339,E
10.51651065,45.06039475,E
9.49243269,45.40052368,E
10.08795842,45.07323308,E
9.82820963,45.36915344,E
9.59681136,45.41851042,E
10.43084995,45.10466712,E
10.28686148,45.14400071,E
10.29564633,45.02004282,E
9.62544229,45.4016592,E
9.81161994,45.32926498,E
9.59127217,45.37249775,E
9.60501009,45.46162258,E
10.16811976,45.17636519,E
10.30250641,45.21154507,E
10.33339356,45.11175931,E
10.43338521,45.16049553,E
10.41432135,45.22055281,E
10.88141283,45.09248928,E
10.89839216,45.18012071,E
11.20473631,45.04941983,E
10.48451639,45.10531346,E
10.37540525,45.15029003,E
11.22920362,45.03536191,E
10.40798158,45.2589957,E
10.48213987,45.25257166,E
10.36510881,45.1972989,E
10.89219834,45.21408104,E
10.9714046,45.18572114,E
10.47462636,45.29795068,E
10.64451007,45.14673489,E
10.49104943,45.3864959,E
10.60099734,45.34991118,E
10.56562252,45.26332286,E
10.54534234,45.03460205,E
10.7162709,45.13376694,E
10.64141144,44.95374837,E
10.57957827,45.19989216,E
10.58184611,45.06885217,E
10.67547029,45.25521903,E
10.82119368,44.95474885,E
10.5835291,45.31803119,E
11.1847367,45.00462322,E
10.79277363,45.15726772,E
10.53358846,45.11961873,E
10.4876164,45.19403347,E
10.75731353,45.22234005,E
10.50745401,45.32707278,E
10.91192569,44.93033909,E
10.69313808,45.38711484,E
10.76444048,45.03144077,E
11.13143318,45.06890884,E
10.85904901,44.99610137,E
11.10811985,45.03293697,E
10.53502787,45.2275724,E
11.11882241,44.97742721,E
10.59041521,44.92807036,E
10.68746271,45.41155546,E
10.79001314,45.18877514,E
11.04575205,45.0398812,E
10.98043645,45.00906722,E
10.51284971,45.16667057,E
11.12697807,45.05788625,E
10.43101188,45.07056103,E
10.62430268,45.19935682,E
10.95100592,45.13324175,E
10.76451212,45.26503872,E
10.48991359,44.99975993,E
10.92848767,45.04107354,E
11.03316413,44.97181021,E
10.84589851,45.16526842,E
11.08112346,44.96608634,E
10.52014901,45.10070268,E
11.07747756,44.99115212,E
11.07981063,45.06565239,E
10.57297894,45.37181299,E
11.01814371,45.06881028,E
10.74561894,44.99023318,E
10.52143199,44.92611892,E
11.11664577,44.99915395,E
11.0293895,45.1449413,E
10.65949338,45.31957585,E
11.35402888,46.36783596,F
11.23293128,46.52023315,E
11.36675092,46.2774946,F
11.22475188,46.64671212,F
11.89342082,46.61067544,F
11.51987095,46.60364899,F
11.35662422,46.49933453,E
12.1325695,46.71973406,F
11.44322879,46.93771816,F
11.65699492,46.71643929,F
11.31989385,46.40460343,E
11.9372984,46.79738401,F
11.1752993,46.6965165,F
11.48395496,46.87111849,F
11.95188039,46.91992376,F
10.90114298,46.62831219,F
11.55946126,46.56780623,F
11.14503298,46.63279289,E
11.83631922,46.80644678,F
11.56809214,46.64167054,F
11.39267489,46.49425422,E
11.8745233,46.55291042,F
10.54216821,46.80669161,F
12.22019811,46.73551057,F
11.27282548,46.31387437,E
11.8826532,46.8117497,F
11.50139797,46.51753578,F
11.61256174,46.78644534,F
11.68057452,46.64226751,F
11.9477335,46.835277,F
11.20131739,46.58471676,E
10.55567836,46.67116521,F
10.85946518,46.61763702,F
11.11775573,46.67753737,E
11.56460096,46.60876374,F
11.33846501,46.42648803,E
11.1452916,46.6161126,E
10.69756468,46.61787377,F
11.06224733,46.45420512,F
11.76072155,46.74589084,F
10.54480017,46.68953918,F
11.93270219,46.69754471,F
11.14041814,46.65479398,E
10.78260147,46.56632365,F
11.25557484,46.58637551,F
11.1618378,46.67176409,E
11.30272954,46.3313476,F
11.16900266,46.83012323,F
11.20422581,46.54109648,E
11.0053329,46.65103584,F
11.66584939,46.77053266,F
11.53555423,46.42978743,F
11.42559558,46.41411435,F
11.29831873,46.34811537,E
11.67180248,46.57611397,F
11.07350936,46.6844223,F
11.98322218,46.79145734,F
11.04236898,46.65569401,F
11.53033945,46.59706769,F
11.1915481,46.6096293,E
10.58959468,46.6175649,F
12.10286682,47.03849873,F
11.02231835,46.47617681,F
11.37850769,46.88271114,F
11.4630202,46.53670501,F
11.18033767,46.70159182,F
11.66780079,46.79702773,F
11.69495569,46.77932062,F
11.21297097,46.2391079,E
12.28204175,46.73242428,F
11.33158202,46.53564865,F
11.24328928,46.81167592,F
11.90177375,46.78352784,F
11.89801735,46.681889,F
11.226956,46.78260956,F
11.08504315,46.58690151,F
11.72132932,46.55853007,F
11.35624145,46.64270185,F
11.18728565,46.69005377,F
11.86059136,46.89130115,F
11.75880704,46.55599324,F
10.90957203,46.70539541,F
12.35031535,46.70209527,F
10.77314173,46.62793135,F
10.58533678,46.66422759,F
10.54555359,46.59769763,F
11.77656972,46.82894661,F
11.249642,46.52883169,E
11.16913009,46.56409126,F
11.52769626,46.46717216,F
11.15357574,46.69045029,F
10.46436095,46.64602194,F
11.00306602,46.54883009,F
11.30517982,46.41449692,E
12.0309743,46.76140696,F
11.46246781,46.89971353,F
11.98080229,46.99686383,F
12.22719988,46.81102783,F
11.72213188,46.81614527,F
11.63583954,46.74006051,F
11.22574181,46.60511072,F
12.169067,46.73775971,F
11.5398251,46.63140507,F
11.43179468,46.8979722,F
11.60009608,46.66947108,F
11.92581012,46.65661658,F
11.13247907,46.49215807,F
11.00475333,45.75676703,E
11.19376768,46.14520833,F
11.09131825,45.97728775,E
11.0032873,46.16487823,F
10.8861933,45.91928662,E
10.94154266,45.73545329,E
11.2445269,46.12998915,F
11.30321802,46.16142431,F
11.10618753,45.94568733,E
11.5536885,46.08024712,F
10.83705955,46.0253275,F
10.75908629,46.11843068,F
10.55125567,45.80542077,F
11.45648568,46.05304141,E
10.95493373,45.81886908,F
10.96861301,46.41044397,F
11.10727867,46.43104038,F
11.04211957,46.39464733,F
11.2423754,46.00375375,F
10.9428125,46.36513314,F
11.26184714,45.99140479,F
11.74009284,46.47574796,F
11.03336746,46.25731146,F
11.73137986,46.15631465,F
11.77129957,46.47683463,F
11.3391705,46.26297128,F
11.4400563,46.2923022,F
10.76386451,46.16904792,F
11.4936291,46.07087639,F
10.60283973,45.91521143,F
11.11655375,46.45597424,F
11.43470654,46.28124969,F
11.63370534,46.06241572,F
11.49419964,46.05226247,E
11.46043364,46.29129819,F
11.13660275,46.4079151,F
11.02805643,46.18352917,F
10.97082265,45.99391529,F
10.95837224,46.36818861,F
11.06846607,45.97819064,F
11.61619434,46.0543692,F
11.00233845,46.40005451,F
11.17963203,46.09005862,F
11.03564375,46.36440465,F
11.08663729,46.41892512,F
10.83926199,46.32122317,F
10.90454728,46.34463628,F
11.44788293,46.30067015,F
11.09302262,46.40491482,F
11.05132614,46.27435425,F
10.9445963,45.9711691,F
10.9118157,45.96254924,E
11.16248613,46.192726,F
11.0695608,46.17838429,F
10.84202477,46.0048069,F
11.31823589,46.11178063,F
11.17014101,45.91663324,F
11.13606457,46.44012582,F
11.20580077,46.11723367,F
11.29212297,46.08565885,F
11.1516807,46.15682949,F
10.76847784,46.14878032,F
11.63561779,46.01717508,E
11.79680143,46.15109445,F
11.0083521,45.8870757,E
11.26970396,45.93938938,F
11.11173415,46.13971519,E
11.30232766,46.01101281,F
11.21882443,46.14679565,F
11.32439104,45.92193218,F
10.91248259,46.35269834,F
11.1445235,46.43499359,F
10.77300566,46.142305,F
11.72840998,46.47036363,F
10.80277007,46.31580915,F
11.80595311,46.15452726,F
11.11849988,46.21649042,E
11.09051799,46.21351447,E
11.66021931,46.37660648,F
10.9662535,46.14288959,F
10.97549449,45.85195052,E
10.87605352,45.87057555,E
11.10735653,46.1666899,E
11.02309066,45.91201029,E
11.07125718,45.92895668,E
11.36579931,46.02257583,F
11.552903,46.04363279,E
10.73804321,46.30627677,F
11.3521341,46.1299084,F
11.5422322,46.28567937,F
10.94990671,45.89079928,F
10.68907789,46.35528769,F
10.7605651,46.30938639,F
10.72334177,46.08811132,F
11.24049381,46.0603175,F
11.61057369,46.06901125,F
10.76660594,46.16001113,F
11.04305509,45.92679872,E
11.68654422,46.43070096,F
11.60278164,46.31256391,F
10.85065549,46.39825276,F
11.05782178,46.39103316,F
10.83888821,45.88504406,E
11.06836216,46.39783103,F
11.12018975,46.39439766,F
11.43429735,46.06713704,F
11.14999907,46.42333978,F
11.16960836,46.24998794,E
11.04517514,45.88648404,E
11.01732679,46.44106943,F
11.94327632,46.19492556,F
11.13405098,46.1926646,E
11.3025579,46.1082001,F
11.06805927,46.37441809,F
11.14140892,46.42004432,F
11.50758651,46.06448377,E
11.2587658,46.19036068,F
11.11547195,46.33716824,F
11.31532726,46.22118281,F
10.73679917,46.10284998,F
11.04822748,46.21857725,F
11.03119056,46.23711782,F
10.85359956,46.05301338,F
10.58018609,45.84927357,F
10.75161495,46.12001215,F
11.47888916,46.07144614,F
11.47255576,46.07231279,F
11.2662951,46.0145839,F
10.83264413,45.91860092,F
11.1530395,45.878702,F
10.92611911,46.3613707,F
11.51118835,46.28933907,F
10.72326426,46.03171404,F
11.08570405,46.26589858,F
11.45001604,46.0732826,F
11.07340897,45.86969867,F
11.12123097,46.06893511,F
11.34214006,46.24896578,F
11.11763173,45.78259232,F
11.4560065,46.3033557,F
10.69285089,46.29882667,F
11.27816706,46.04391844,F
11.6733468,46.42040429,F
11.03184685,45.91604151,E
11.06079067,45.91719314,E
11.09603972,46.15125132,E
11.56112305,46.28646875,F
10.77315447,45.55157835,E
11.26758294,45.31738813,E
11.28372239,45.21802033,E
11.28695082,45.35768001,E
11.156357,45.56389465,F
10.71966767,45.54709416,E
11.20842171,45.38036769,E
11.39819298,45.23344659,E
11.27970781,45.25754447,E
11.35793023,45.21945717,E
11.02941969,45.62213312,F
11.11706145,45.25798824,E
10.89346482,45.65616869,E
10.84641902,45.47459264,E
10.99849693,45.3419854,E
11.18377975,45.41209588,E
10.79377937,45.60656855,E
11.20022173,45.16977267,E
11.41083411,45.12049934,E
10.9440042,45.35358762,E
10.76370019,45.44038139,E
10.77168306,45.53828849,E
11.20348545,45.4724391,E
11.21287303,45.19202052,E
11.04159037,45.57418406,F
11.38439416,45.31068675,E
11.18671113,45.43439433,E
11.13883353,45.20735525,E
10.85270293,45.60004522,E
10.96733995,45.24246329,E
11.00055525,45.64171145,F
10.85428478,45.67566724,F
10.88211313,45.54316629,E
10.7070209,45.5749689,E
11.1036212,45.14249825,E
11.04763369,45.54636615,E
11.18418675,45.46593265,E
11.00753615,45.2736633,E
11.19870989,45.29144,E
11.13167087,45.44066715,E
10.73247071,45.50507105,E
11.30751817,45.19138954,E
10.80781851,45.76284647,E
10.91541415,45.55384279,E
11.12755767,45.4810716,E
11.34069697,45.24175652,E
11.25318493,45.48539704,E
11.28505257,45.42225537,E
10.81771082,45.30970544,E
10.9378251,45.53065538,E
11.06090553,45.1778399,E
10.88371218,45.29164131,E
11.1783499,45.30789824,E
11.1545684,45.32469174,E
10.80027342,45.49217619,E
10.86724425,45.48256141,E
10.69194074,45.43913874,E
10.88092951,45.347262,E
11.40197974,45.28478649,E
10.81250539,45.57114567,E
11.29014374,45.4794542,E
11.24641156,45.33570342,E
11.24789009,45.27241826,E
11.44267592,45.27272571,E
11.06565542,45.59333994,F
11.0838142,45.2427723,E
11.2699234,45.39592296,E
11.23577605,45.52093328,E
11.05019475,45.38008715,E
11.1511796,45.18274607,E
11.09313392,45.42214578,E
11.11247008,45.56520995,F
11.23223844,45.2481843,E
10.88646128,45.51731003,E
10.83367953,45.52462519,E
10.95108168,45.62713353,F
10.73235851,45.63794962,F
11.1388199,45.61231964,F
11.24862237,45.42261572,E
10.8404048,45.40710167,E
10.8326653,45.43402698,E
10.9805369,45.21202822,E
11.398472,45.173327,E
10.68521785,45.60807997,E
11.1646208,45.51663794,E
10.93304145,45.27130528,E
10.73444725,45.3536397,E
11.0958906,45.60528021,F
10.99352685,45.43839046,E
11.32049292,45.32308406,E
11.2276199,45.57345303,F
10.94334454,45.31745297,E
11.35332886,45.1592825,E
10.8467368,45.35080445,E
11.13533549,45.37555774,E
11.33920608,45.36352253,E
11.5849044,45.323978,E
11.5851886,45.35832713,E
11.42661929,45.36584993,E
11.46460545,45.51280375,E
11.25123374,45.61513104,F
11.55075114,45.49612153,E
11.35034581,45.80361106,E
11.33227401,45.52104336,E
11.50911782,45.87570138,F
11.44617803,45.30448851,E
11.53957638,45.41001941,E
11.73417428,45.76713634,E
11.62206811,45.60072795,E
11.56530663,45.70825991,E
11.45521671,45.4693637,E
11.63337487,45.64632826,E
11.36445049,45.58840264,E
11.50045986,45.61197969,E
11.46056025,45.7703147,E
11.51222821,45.76589155,E
11.7133179,45.52207011,E
11.5390233,45.33669469,E
11.70229205,45.8276454,E
11.45876776,45.74740715,E
11.69408163,45.71350485,E
11.79893158,45.73258837,E
11.59917249,45.43629541,E
11.39446599,45.58593478,E
11.28166114,45.5448488,E
11.4640907,45.76130213,E
